"","master_species","family_molecules","Age.at.maturity","Calcification.rate","Chlorophyll.a","Coloniality","Corallite.width.maximum","Gross.photosynthesis","Growth.form.typical","Growth.rate","Ocean.basin","Oocyte.size.at.maturity","Polyp.fecundity","Polyps.per.area","Propagule.size.on.release","Protein.biomass","Skeletal.density","Tissue.thickness","Total.biomass","Zooxanthellate","Colony.maximum.diameter","Genus","Species"
"725","Pocillopora inflata","Pocilloporidae",NA,NA,NA,"colonial",0,NA,"branching_closed",1.4983105537896,"pacific",NA,NA,1.75255546918857,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","inflata"
"726","Pocillopora kelleheri","Pocilloporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",NA,"pacific",NA,NA,1.97308627022241,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","kelleheri"
"727","Pocillopora ligulata","Pocilloporidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",1.16136800223497,"pacific",NA,NA,1.93964403195633,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Pocillopora","ligulata"
"728","Pocillopora meandrina","Pocilloporidae",0.698970004336019,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.31139356500052,"pacific",NA,2.07918124604762,1.83257277484618,NA,NA,0.152288344383056,NA,NA,"zooxanthellate",2,"Pocillopora","meandrina"
"729","Pocillopora molokensis","Pocilloporidae",NA,NA,NA,"colonial",0.113943352306837,NA,"branching_closed",NA,"pacific",NA,NA,1.75255546918857,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","molokensis"
"730","Pocillopora solida","Pocilloporidae",NA,NA,NA,NA,0.176091259055681,NA,"branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","solida"
"731","Pocillopora verrucosa","Pocilloporidae",0,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",1.42014442861954,"pacific",1.97243427695737,1.88119438536253,2.11058971029925,1.59549622182557,NA,NA,-0.397940008672038,0.176091259055681,"zooxanthellate",1.69897000433602,"Pocillopora","verrucosa"
"732","Pocillopora woodjonesi","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_open",NA,"pacific",NA,NA,2.01882527800395,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","woodjonesi"
"733","Pocillopora zelli","Pocilloporidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"branching_open",NA,"pacific",NA,NA,2.17723339803418,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pocillopora","zelli"
"734","Podabacia crustacea","Fungiidae",NA,NA,NA,"colonial",0.477121254719662,NA,"encrusting",NA,"pacific",NA,NA,0.168792020314182,NA,NA,NA,NA,NA,"zooxanthellate",2.17609125905568,"Podabacia","crustacea"
"735","Podabacia kunzmanni","Fungiidae",NA,NA,NA,NA,0.633468455579587,NA,"laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.17609125905568,"Podabacia","kunzmanni"
"736","Podabacia lankaensis","Fungiidae",NA,NA,NA,"colonial",0.633468455579587,NA,"encrusting",NA,"pacific",NA,NA,0.660960291776084,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Podabacia","lankaensis"
"737","Podabacia motuporensis","Fungiidae",NA,NA,NA,"colonial",0.447158031342219,NA,"encrusting",NA,"pacific",NA,NA,0.284656282788516,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Podabacia","motuporensis"
"738","Podabacia sinai","Fungiidae",NA,NA,NA,"colonial",0.431363764158987,NA,"laminar",NA,"pacific",NA,NA,0.268577971882843,NA,NA,NA,NA,NA,"zooxanthellate",2,"Podabacia","sinai"
"739","Polycyathus chaishanensis","Caryophylliidae",NA,NA,NA,"colonial",0.568201724066995,NA,"encrusting",NA,NA,NA,NA,0.6232492903979,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Polycyathus","chaishanensis"
"740","Polyphyllia novaehiberniae","Fungiidae",NA,NA,NA,"colonial",0.672097857935718,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.57978359661681,"Polyphyllia","novaehiberniae"
"741","Polyphyllia talpina","Fungiidae",NA,NA,NA,"colonial",0.838849090737255,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.72427586960079,"Polyphyllia","talpina"
"742","Porites annae","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"digitate",NA,"pacific",2.4456042032736,NA,2.20063712723633,NA,NA,0.0899051114393979,NA,NA,"zooxanthellate",2.04139268515822,"Porites","annae"
"743","Porites aranetai","Poritidae",NA,NA,NA,"colonial",0,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","aranetai"
"744","Porites arnaudi","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"laminar",NA,"pacific",NA,NA,2.06145247908719,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","arnaudi"
"745","Porites astreoides","Poritidae",NA,NA,0.6232492903979,"colonial",0.204119982655925,NA,"massive",0.570676161968147,"atlantic",NA,1.18563657696191,1.25527250510331,2.72015930340596,NA,0.186108379813205,NA,1.06131108417079,"zooxanthellate",1.74036268949424,"Porites","astreoides"
"746","Porites attenuata","Poritidae",NA,NA,NA,"colonial",0.322219294733919,NA,"branching_closed",1.81016528454315,"pacific",NA,NA,1.74269371646278,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","attenuata"
"747","Porites australiensis","Poritidae",NA,NA,0.983776588036885,"colonial",0.146128035678238,NA,"massive",1.0955716622358,"pacific",2.38916608436453,1.85733249643127,1.58202925467588,2.38916608436453,NA,0.122215878272827,0.772688354682141,NA,"zooxanthellate",NA,"Porites","australiensis"
"748","Porites baueri","Poritidae",NA,NA,NA,"colonial",0.301029995663981,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","baueri"
"749","Porites bernardi","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","bernardi"
"750","Porites branneri","Poritidae",NA,NA,NA,"colonial",0.255272505103306,NA,"digitate",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","branneri"
"751","Porites brighami","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"massive",NA,"pacific",NA,NA,1.68045336440137,NA,NA,NA,NA,NA,"zooxanthellate",1,"Porites","brighami"
"752","Porites cocosensis","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"digitate",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","cocosensis"
"753","Porites colonensis","Poritidae",NA,NA,NA,"colonial",0.146128035678238,NA,"laminar",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","colonensis"
"754","Porites columnaris","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",0.747023177451628,"pacific",NA,NA,1.69703744336914,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","columnaris"
"755","Porites compressa","Poritidae",NA,-0.323306390375133,1.35497232501898,"colonial",0.204119982655925,NA,"columnar",1.32895656233097,"pacific",NA,1.65321251377534,1.8169865857762,NA,0.86391737695786,NA,NA,1.23614662388053,"zooxanthellate",2.0899051114394,"Porites","compressa"
"756","Porites cumulatus","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",NA,"pacific",NA,NA,1.96028046443664,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","cumulatus"
"757","Porites cylindrica","Poritidae",NA,-0.410050398674292,-0.308476477831846,"colonial",0.0413926851582251,0.339451441306441,"columnar",1.2638174797961,"pacific",2.38111508070985,NA,1.94884802042038,2.39794000867204,0.0109356647043851,0.152288344383056,0.113943352306837,0.90036712865647,"zooxanthellate",3,"Porites","cylindrica"
"758","Porites decasepta","Poritidae",NA,NA,NA,NA,0,NA,"encrusting",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.845098040014257,"Porites","decasepta"
"759","Porites deformis","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"digitate",NA,"pacific",NA,NA,1.95488382642832,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","deformis"
"760","Porites densa","Poritidae",NA,NA,NA,"colonial",0.113943352306837,NA,"massive",NA,"pacific",NA,NA,1.75121749755982,NA,NA,NA,NA,NA,"zooxanthellate",1.17609125905568,"Porites","densa"
"761","Porites desilveri","Poritidae",NA,NA,NA,"colonial",0,NA,"digitate",NA,"pacific",NA,NA,2.08752232503989,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","desilveri"
"762","Porites divaricata","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",NA,"atlantic",NA,NA,2.05605829543107,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","divaricata"
"763","Porites duerdeni","Poritidae",NA,NA,NA,"colonial",0.397940008672038,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","duerdeni"
"764","Porites echinulata","Poritidae",NA,NA,NA,"colonial",0.322219294733919,NA,"columnar",NA,"pacific",NA,NA,1.66501782541247,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","echinulata"
"765","Porites ericacea","Poritidae",NA,NA,NA,NA,NA,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","ericacea"
"766","Porites eridani","Poritidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"digitate",NA,"pacific",NA,NA,1.99806743903312,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","eridani"
"767","Porites evermanni","Poritidae",NA,NA,NA,"colonial",0,NA,"columnar",1.06445798922692,"pacific",2.12385164096709,NA,2.0817828242881,NA,NA,NA,NA,NA,"zooxanthellate",2.07918124604762,"Porites","evermanni"
"768","Porites excavata","Poritidae",NA,NA,NA,NA,0.176091259055681,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","excavata"
"769","Porites flavus","Poritidae",NA,NA,NA,"colonial",-0.154901959985743,NA,"branching_closed",NA,"pacific",NA,NA,1.92885141758427,NA,NA,NA,NA,NA,"zooxanthellate",1.60205999132796,"Porites","flavus"
"770","Porites fontanesii","Poritidae",NA,NA,NA,NA,0,NA,"branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","fontanesii"
"771","Porites furcata","Poritidae",NA,NA,NA,"colonial",0.278753600952829,NA,"branching_closed",1.53907609879278,"atlantic",NA,NA,1.62388991904724,NA,NA,0.0211892990699381,NA,NA,"zooxanthellate",NA,"Porites","furcata"
"772","Porites gabonensis","Poritidae",NA,NA,NA,"colonial",NA,NA,NA,NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","gabonensis"
"773","Porites harrisoni","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"columnar",NA,"pacific",NA,NA,2.01908304174993,NA,NA,NA,NA,NA,"zooxanthellate",2,"Porites","harrisoni"
"774","Porites hawaiiensis","Poritidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","hawaiiensis"
"775","Porites heronensis","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",1.02118929906994,"pacific",NA,NA,1.81517913013942,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","heronensis"
"776","Porites horizontalata","Poritidae",NA,NA,NA,"colonial",0.230448921378274,NA,"digitate",NA,"pacific",NA,NA,1.50597706411011,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","horizontalata"
"777","Porites iwayamaensis","Poritidae",NA,NA,NA,"colonial",NA,NA,"digitate",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","iwayamaensis"
"778","Porites latistella","Poritidae",NA,NA,NA,"colonial",0.146128035678238,NA,"digitate",NA,"pacific",NA,NA,1.81513260084299,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","latistella"
"779","Porites lichen","Poritidae",NA,NA,NA,"colonial",0.146128035678238,NA,"laminar",1.21218760440396,"pacific",NA,NA,1.95387078734545,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","lichen"
"780","Porites lobata","Poritidae",NA,-0.393618634889395,0.869329522790033,"colonial",0.0413926851582251,NA,"massive",0.961674161001661,"pacific",2.31806333496276,1.76863810124761,2.04459463167992,NA,-0.585026652029182,0.138316430581008,0.805047523584979,NA,"zooxanthellate",2.83569057149243,"Porites","lobata"
"781","Porites lutea","Poritidae",NA,-0.834732839705443,0.939162542551827,"colonial",0.113943352306837,NA,"massive",1.14602529152863,"pacific",NA,1.82736927305383,1.66478071992343,NA,NA,0.106004617749463,0.760924848409133,0.688419822002711,"zooxanthellate",2.60205999132796,"Porites","lutea"
"782","Porites mayeri","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"massive",1.11394335230684,"pacific",NA,NA,1.73180626082802,NA,NA,0.0681858617461616,NA,NA,"zooxanthellate",2.60205999132796,"Porites","mayeri"
"783","Porites monticulosa","Poritidae",NA,NA,NA,"colonial",0.0791812460476248,NA,"encrusting",NA,"pacific",NA,NA,1.67246731306808,NA,NA,NA,NA,NA,"zooxanthellate",2,"Porites","monticulosa"
"784","Porites murrayensis","Poritidae",NA,NA,NA,"colonial",0,NA,"massive",NA,"pacific",NA,NA,2.10438467128788,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Porites","murrayensis"
"785","Porites myrmidonensis","Poritidae",NA,NA,NA,"colonial",0.146128035678238,NA,"massive",NA,"pacific",NA,NA,1.61352470285365,NA,NA,NA,NA,NA,"zooxanthellate",2.60205999132796,"Porites","myrmidonensis"
"786","Porites napopora","Poritidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"digitate",NA,"pacific",NA,NA,1.82106131236537,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","napopora"
"787","Porites negrosensis","Poritidae",NA,NA,NA,"colonial",0.230448921378274,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","negrosensis"
"788","Porites nigrescens","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"branching_closed",1.25042000230889,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","nigrescens"
"789","Porites nodifera","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"columnar",1.04921802267018,"pacific",NA,NA,1.789954213969,NA,NA,0.130333768495006,NA,NA,"zooxanthellate",NA,"Porites","nodifera"
"790","Porites okinawensis","Poritidae",NA,NA,NA,"colonial",0.113943352306837,NA,"massive",NA,"pacific",NA,NA,1.95488382642832,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","okinawensis"
"791","Porites ornata","Poritidae",NA,NA,NA,"colonial",0.176091259055681,NA,"branching_closed",NA,"pacific",NA,NA,1.73303668293358,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","ornata"
"792","Porites panamensis","Poritidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"massive",0.823474229170301,"pacific",NA,0.361727836017593,2.22184961820445,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","panamensis"
"793","Porites porites","Poritidae",NA,-0.475820321699245,0.662757831681574,"colonial",0.397940008672038,0.513883185611093,"branching_closed",1.2273402806662,"atlantic",NA,1,1.38169255205816,NA,0.608044405736923,NA,NA,1.23172438332852,"zooxanthellate",1.47712125471966,"Porites","porites"
"794","Porites profundus","Poritidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",NA,"pacific",NA,NA,1.9041202134762,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","profundus"
"795","Porites pukoensis","Poritidae",NA,NA,NA,"colonial",0.230448921378274,NA,"columnar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","pukoensis"
"796","Porites randalli","Poritidae",NA,NA,NA,NA,0.230448921378274,NA,"massive",NA,NA,NA,NA,2.00732095292274,NA,NA,NA,NA,NA,"zooxanthellate",1,"Porites","randalli"
"797","Porites rugosa","Poritidae",NA,NA,NA,"colonial",-0.0457574905606751,NA,"branching_closed",NA,"pacific",NA,NA,1.55069298302459,NA,NA,NA,NA,NA,"zooxanthellate",2,"Porites","rugosa"
"798","Porites rus","Poritidae",NA,-0.343901797987168,NA,"colonial",-0.0969100130080564,NA,"digitate",1.18298496700358,"pacific",NA,NA,2.14534560120834,NA,NA,NA,0.278753600952829,NA,"zooxanthellate",2.69897000433602,"Porites","rus"
"799","Porites sillimaniani","Poritidae",NA,NA,NA,"colonial",0.278753600952829,NA,"digitate",NA,"pacific",NA,NA,1.56796690682315,NA,NA,NA,0.113943352306837,NA,"zooxanthellate",NA,"Porites","sillimaniani"
"800","Porites solida","Poritidae",NA,NA,NA,"colonial",0.204119982655925,NA,"massive",1.12904505988796,"pacific",NA,NA,1.93270201370206,NA,NA,0.0770043267933503,0.816241299991783,NA,"zooxanthellate",NA,"Porites","solida"
"801","Porites somaliensis","Poritidae",NA,NA,NA,"colonial",0.361727836017593,NA,"massive",NA,"pacific",NA,NA,1.72495545915526,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","somaliensis"
"802","Porites stephensoni","Poritidae",NA,NA,NA,"colonial",0.113943352306837,NA,"massive",NA,"pacific",NA,NA,1.96941125251694,NA,NA,NA,NA,NA,"zooxanthellate",1,"Porites","stephensoni"
"803","Porites studeri","Poritidae",NA,NA,NA,NA,0.301029995663981,NA,"massive",NA,"pacific",NA,NA,1.76342799356294,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","studeri"
"804","Porites sverdrupi","Poritidae",NA,NA,NA,NA,NA,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Porites","sverdrupi"
"805","Porites tuberculosa","Poritidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",NA,"pacific",NA,NA,1.56373019929261,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Porites","tuberculosa"
"806","Porites vaughani","Poritidae",NA,NA,NA,"colonial",-0.0969100130080564,NA,"encrusting",NA,"pacific",NA,NA,2.1221503194408,NA,NA,NA,NA,NA,"zooxanthellate",1.30102999566398,"Porites","vaughani"
"807","Psammocora albopicta","Psammocoridae",NA,NA,NA,NA,0,NA,"encrusting",NA,"pacific",NA,NA,1.76342799356294,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","albopicta"
"808","Psammocora contigua","Psammocoridae",NA,NA,NA,"colonial",0.176091259055681,NA,"columnar",NA,"pacific",NA,NA,1.63908787108374,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Psammocora","contigua"
"809","Psammocora digitata","Psammocoridae",NA,NA,NA,"colonial",0.361727836017593,NA,"columnar",NA,"pacific",NA,NA,1.44720456040127,NA,NA,NA,NA,NA,"zooxanthellate",0.812913356642856,"Psammocora","digitata"
"810","Psammocora haimiana","Psammocoridae",NA,NA,NA,"colonial",0.662757831681574,NA,"massive",1.46982201597816,"pacific",NA,NA,1.21306596206572,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","haimiana"
"811","Psammocora interstinctus","Psammocoridae",NA,NA,NA,NA,NA,NA,"massive",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","interstinctus"
"812","Psammocora profundacella","Psammocoridae",NA,NA,NA,"colonial",0.397940008672038,NA,"massive",NA,"pacific",NA,NA,1.28690535297237,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","profundacella"
"813","Psammocora stellata","Psammocoridae",NA,NA,NA,"colonial",0.397940008672038,NA,"massive",1.05307844348342,"pacific",NA,NA,1.1162091258034,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","stellata"
"814","Psammocora superficialis","Psammocoridae",NA,NA,NA,"colonial",0.255272505103306,NA,"encrusting",0.552262522965548,"pacific",NA,NA,1.51414913447544,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","superficialis"
"815","Psammocora verrilli","Psammocoridae",NA,NA,NA,"colonial",0.361727836017593,NA,"massive",NA,"pacific",NA,NA,1.37147424563693,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Psammocora","verrilli"
"816","Pseudodiploria clivosa","Mussidae",NA,NA,NA,"colonial",0.763427993562937,NA,"massive",0.806179973983887,"atlantic",NA,1.00288568823749,NA,NA,NA,NA,NA,NA,"zooxanthellate",1.78532983501077,"Pseudodiploria","clivosa"
"817","Pseudodiploria strigosa","Mussidae",NA,NA,NA,"colonial",1.00432137378264,NA,"massive",0.701783783560692,"atlantic",NA,1.95161502326664,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Pseudodiploria","strigosa"
"818","Pseudosiderastrea formosa","Siderastreidae",NA,NA,NA,NA,0.568201724066995,NA,"encrusting",NA,NA,NA,NA,0.978728177138492,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Pseudosiderastrea","formosa"
"819","Pseudosiderastrea tayamai","Siderastreidae",NA,NA,NA,"colonial",0.602059991327962,NA,"massive",NA,"pacific",NA,NA,1.03702787975578,NA,NA,NA,NA,NA,"zooxanthellate",1.20411998265592,"Pseudosiderastrea","tayamai"
"820","Sandalolitha dentata","Fungiidae",NA,NA,NA,"colonial",0.544068044350276,NA,"massive",NA,"pacific",NA,NA,0.726971583682877,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Sandalolitha","dentata"
"821","Sandalolitha robusta","Fungiidae",NA,NA,NA,"colonial",0.662757831681574,NA,"massive",NA,"pacific",NA,NA,0.331427296520743,NA,NA,NA,NA,NA,"zooxanthellate",1.69897000433602,"Sandalolitha","robusta"
"822","Scapophyllia cylindrica","Merulinidae",NA,NA,NA,"colonial",0.57978359661681,NA,"columnar",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Scapophyllia","cylindrica"
"823","Schizoculina africana","Oculinidae",NA,NA,NA,"colonial",0.959041392321094,NA,"branching_open",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Schizoculina","africana"
"824","Schizoculina fissipara","Oculinidae",NA,NA,NA,"colonial",0.531478917042255,NA,"columnar",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",2,"Schizoculina","fissipara"
"825","Sclerophyllia margariticola","Lobophylliidae",NA,NA,NA,NA,1.54406804435028,NA,"massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Sclerophyllia","margariticola"
"826","Sclerophyllia maxima","Lobophylliidae",NA,NA,NA,"colonial",1.60205999132796,NA,"massive",NA,"pacific",NA,NA,-0.978810700930062,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Sclerophyllia","maxima"
"827","Scolymia cubensis","Mussidae",NA,NA,NA,"solitary",1.75204844781944,NA,"massive",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1,"Scolymia","cubensis"
"828","Scolymia lacera","Mussidae",NA,NA,NA,"solitary",1.69897000433602,NA,"massive",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",1,"Scolymia","lacera"
"829","Scolymia wellsi","Mussidae",NA,NA,NA,"solitary",1.77815125038364,NA,"massive",NA,"atlantic",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",0.778151250383644,"Scolymia","wellsi"
"830","Seriatopora aculeata","Pocilloporidae",NA,NA,NA,"colonial",-0.301029995663981,NA,"branching_closed",NA,"pacific",NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Seriatopora","aculeata"
"831","Seriatopora caliendrum","Pocilloporidae",NA,NA,NA,"colonial",0.0413926851582251,NA,"branching_closed",1.76342799356294,"pacific",NA,0.439332693830263,NA,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Seriatopora","caliendrum"
"832","Seriatopora dentritica","Pocilloporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,1.87455718937321,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Seriatopora","dentritica"
"833","Seriatopora guttata","Pocilloporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,2.10217291348766,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Seriatopora","guttata"
"834","Seriatopora hystrix","Pocilloporidae",0,NA,NA,"colonial",-0.0969100130080564,NA,"branching_closed",1.47621553075864,"pacific",2.14612803567824,NA,1.78474563656778,2.88223984801882,NA,0.342422680822206,NA,NA,"zooxanthellate",NA,"Seriatopora","hystrix"
"835","Seriatopora stellata","Pocilloporidae",NA,NA,NA,"colonial",-0.221848749616356,NA,"branching_closed",NA,"pacific",NA,NA,1.89388931386267,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Seriatopora","stellata"
"836","Siderastrea glynni","Siderastreidae",NA,NA,NA,"colonial",0.544068044350276,NA,"massive",NA,"pacific",NA,NA,0.877313743312238,NA,NA,NA,NA,NA,"zooxanthellate",1,"Siderastrea","glynni"
"837","Siderastrea radians","Siderastreidae",NA,NA,NA,"colonial",0.477121254719662,NA,"massive",0.419129307741976,"atlantic",NA,1.44715803134222,0.9912703891951,NA,NA,NA,NA,NA,"zooxanthellate",1.47712125471966,"Siderastrea","radians"
"838","Siderastrea savignyana","Siderastreidae",NA,NA,NA,"colonial",0.57978359661681,NA,"massive",NA,"pacific",NA,NA,1.08817153986435,NA,NA,NA,NA,NA,"zooxanthellate",2,"Siderastrea","savignyana"
"839","Siderastrea siderea","Siderastreidae",NA,NA,NA,"colonial",0.653212513775344,NA,"massive",0.825224604587236,"atlantic",NA,2.24303804868629,0.845160077651946,NA,NA,NA,NA,0.884495833286907,"zooxanthellate",2.11394335230684,"Siderastrea","siderea"
"840","Siderastrea stellata","Siderastreidae",0.602059991327962,NA,NA,"colonial",0.477121254719662,NA,"massive",NA,"atlantic",NA,0.812913356642856,1.29230038485908,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Siderastrea","stellata"
"841","Simplastrea vesicularis","Euphylliidae",NA,NA,NA,"colonial",0.6232492903979,NA,"encrusting",NA,"pacific",NA,NA,0.866346422749602,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Simplastrea","vesicularis"
"842","Solenastrea bournoni","Oculinidae",NA,NA,NA,"colonial",1.31175386105575,NA,"massive",NA,"atlantic",NA,NA,1.29283179450863,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Solenastrea","bournoni"
"843","Solenastrea hyades","Oculinidae",NA,NA,NA,"colonial",0.6232492903979,NA,"massive",0.916453948549925,"atlantic",NA,NA,0.830267800933642,NA,NA,NA,NA,NA,"zooxanthellate",NA,"Solenastrea","hyades"
"844","Stephanocoenia intersepta","Astrocoeniidae",NA,NA,NA,"colonial",0.431363764158987,NA,"massive",0.531478917042255,"atlantic",NA,NA,1.43898511919634,NA,NA,NA,NA,NA,"zooxanthellate",1.77815125038364,"Stephanocoenia","intersepta"
