"","species","Ocean basin","Zooxanthellate","Growth form typical","Substrate attachment","Coloniality","Corallite width maximum","Mode of larval development","Sexual system","Colony maximum diameter","Growth rate","Symbiodinium sp. in propagules","Oocyte size at maturity","Skeletal density","Symbiodinium density","Calcification rate","Phosphorus concentration","Nitrogen concentration","Polyps per area","RNA:DNA ratio","Chlorophyll a","Total biomass","Protein biomass","Dark respiration","Polyp fecundity","Gross photosynthesis","Colony area","Lipid content","Size at maturity","Colony shape factor","Generation time","Age at maturity","Propagule size on release","Eggs per area","Mature egg diameter","Egg size","Ratio of female to male gonads","Abundance GBR","Water clarity preference","Species age phylogeny","Genus fossil age","Range size"
"1299","Porites heronensis","pacific","zooxanthellate","columnar","attached","colonial",1.5,NA,"gonochore",NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","both",1.49856880794386,57.04,15700855.8765
"1300","Porites horizontalata","pacific","zooxanthellate","digitate","attached","colonial",1.7,NA,"gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.54807530543577,57.04,28839790.75
"1301","Porites iwayamaensis","pacific","zooxanthellate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,NA
"1302","Porites latistella","pacific","zooxanthellate","digitate","attached","colonial",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.73182724215747,57.04,38412408.995
"1303","Porites lichen","pacific","zooxanthellate","laminar","attached","colonial",1.4,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",0.898085371393526,57.04,86777862.15
"1304","Porites lobata","pacific","zooxanthellate","massive","attached","colonial",1.1,"spawner","gonochore",542.5,9.29374224137931,"yes",208,1.39096666666667,NA,0.761052631578947,NA,NA,76.7,NA,7.3041935483871,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",3.91255699245322,57.04,91446052.26
"1305","Porites lutea","pacific","zooxanthellate","massive","attached","colonial",1.3,"spawner","gonochore",400,15.2262871287129,NA,NA,1.26001612903226,1988000,1.86632258064516,NA,NA,30.3390277777778,NA,8.69285714285714,4.88,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,2750.19,180,NA,NA,"common","clear",0.518531319764408,57.04,85127308.545
"1306","Porites mayeri","pacific","zooxanthellate","massive","attached","colonial",1.6,NA,NA,400,13,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.55286618374356,57.04,25224117.945
"1307","Porites monticulosa","pacific","zooxanthellate","encrusting","attached","colonial",1.2,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.47295312301292,57.04,51413755.435
"1308","Porites murrayensis","pacific","zooxanthellate","massive","attached","colonial",1,"brooder","gonochore",20,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.55899286739696,57.04,52099302.14
"1309","Porites myrmidonensis","pacific","zooxanthellate","massive","attached","colonial",1.4,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.4903698828394,57.04,3507305.741
"1310","Porites napopora","pacific","zooxanthellate","digitate","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.80505992205181,57.04,15885931.575
"1311","Porites negrosensis","pacific","zooxanthellate","branching_closed","attached","colonial",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.50133289275055,57.04,9441518.715
"1312","Porites nigrescens","pacific","zooxanthellate","branching_closed","attached","colonial",1.6,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.62557325982637,57.04,52685304.115
"1313","Porites nodifera","pacific","zooxanthellate","columnar","attached","colonial",1.6,NA,NA,NA,11.2,NA,NA,1.35,NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.39121459379157,57.04,5833118.6795
"1314","Porites okinawensis","pacific","zooxanthellate","massive","attached","colonial",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",0.518531319764408,57.04,932034.793
"1315","Porites ornata","pacific","zooxanthellate","branching_closed","attached","colonial",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.49894889415708,57.04,5502512.008
"1316","Porites panamensis","pacific","zooxanthellate","submassive","attached","colonial",0.9,"brooder","gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",3.58363557295221,57.04,4519479.928
"1317","Porites porites","atlantic","zooxanthellate","branching_closed","attached","colonial",2.5,"brooder","gonochore",19.8975,16.87875,NA,NA,NA,2615000,NA,NA,NA,23.8,NA,4.6,17.05,4.0555,0.42,NA,3.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.35744458397915,57.04,4799804.845
"1318","Porites profundus","pacific","zooxanthellate","branching_closed","attached","colonial",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.67751163413156,57.04,18907618.4495
"1319","Porites pukoensis","pacific","zooxanthellate","columnar","attached","colonial",1.7,NA,NA,NA,NA,NA,NA,NA,3650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.78294849983134,57.04,442118.58049
"1320","Porites randalli",NA,"zooxanthellate","submassive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898085371393526,57.04,NA
"1321","Porites rugosa","pacific","zooxanthellate","branching_closed","attached","colonial",0.9,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.47689669458384,57.04,8286167.8075
"1322","Porites rus","pacific","zooxanthellate","digitate","attached","colonial",0.8,"spawner","gonochore",500,15.24,NA,NA,NA,2890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.64328050182565,57.04,74903428.785
"1323","Porites sillimaniani","pacific","zooxanthellate","digitate","attached","colonial",1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.471137315,57.04,17818744.907
"1324","Porites solida","pacific","zooxanthellate","massive","attached","colonial",1.6,"spawner","gonochore",NA,12.4166666666667,NA,NA,1.194,50100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.04399818878696,57.04,76019374.465
"1325","Porites somaliensis","pacific","zooxanthellate","massive","attached","colonial",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.62187255404172,57.04,7558790.7905
"1326","Porites stephensoni","pacific","zooxanthellate","massive","attached","colonial",1.3,"brooder",NA,10,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.42239374990842,57.04,34574366.43
"1327","Porites studeri","pacific","zooxanthellate","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",1.82375605134761,57.04,NA
"1328","Porites sverdrupi","pacific","zooxanthellate","branching_closed",NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66096462827339,57.04,NA
"1329","Porites tuberculosa","pacific","zooxanthellate","branching_closed","attached","colonial",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.78451550812609,57.04,8211122.322
"1330","Porites vaughani","pacific","zooxanthellate","encrusting","attached","colonial",0.8,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.60557191319123,57.04,44158265.635
"1331","Pourtalocyathus hispidus",NA,"azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64346964121212,NA,NA
"1332","Pourtalopsammia togata","pacific","azooxanthellate",NA,NA,NA,NA,"brooder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967245811771859,NA,NA
"1333","Pourtalosmilia anthophyllites","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14543300875409,NA,NA
"1334","Pourtalosmilia conferta","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14543300875409,NA,NA
"1335","Premocyathus cornuformis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1104789741463,NA,NA
"1336","Premocyathus dentiformis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1104789741463,NA,NA
"1337","Psammocora albopicta","pacific","zooxanthellate","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",0.864980294698367,29.46,NA
"1338","Psammocora contigua","pacific","zooxanthellate","columnar","unattached","colonial",1.5,NA,"gonochore",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","both",1.8831164115202,29.46,65801843.835
"1339","Psammocora digitata","pacific","zooxanthellate","columnar","attached","colonial",2.3,NA,"gonochore",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","both",0.932787995219772,29.46,56833826.775
"1340","Psammocora haimiana","pacific","zooxanthellate","submassive","attached","colonial",4.6,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",0.864980294698367,29.46,66148172.3
"1341","Psammocora interstinctus","pacific","zooxanthellate","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.99904977778069,29.46,NA
"1342","Psammocora profundacella","pacific","zooxanthellate","submassive","attached","colonial",2.5,"spawner",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.04596643210847,29.46,68134656.775
"1343","Psammocora stellata","pacific","zooxanthellate","submassive","attached","colonial",2.5,"spawner","gonochore",NA,11.3,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.94708780498533,29.46,30154555.615
"1344","Psammocora profundacella","pacific","zooxanthellate","encrusting","attached","colonial",1.8,"spawner",NA,NA,3.56666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",2.24411067383529,29.46,85955733.77
"1345","Psammocora verrilli","pacific","zooxanthellate","massive","attached","colonial",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rare","clear",2.12131747391746,29.46,66700504.52
"1346","Pseudocyathoceras avis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",16.6328107683394,NA,NA
"1347","Pseudodiploria clivosa","atlantic","zooxanthellate","massive","attached","colonial",5.8,"spawner","hermaphrodite",35.1333333333333,6.4,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",0.380020899541503,NA,3876623.062
"1348","Pseudodiploria strigosa","atlantic","zooxanthellate","massive","attached","colonial",10.1,"spawner","hermaphrodite",69.8566666666667,5.0325,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.380020899541503,NA,4115022.212
"1349","Pseudosiderastrea formosa",NA,"zooxanthellate","encrusting",NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.48577315346339,6.10333333333333,NA
"1350","Pseudosiderastrea tayamai","pacific","zooxanthellate","massive","attached","colonial",4,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",6.48577315346339,6.10333333333333,52120797.385
"1351","Rhizopsammia annae","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929401943956957,NA,NA
"1352","Rhizopsammia bermudensis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896034772060076,NA,NA
"1353","Rhizopsammia compacta","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855541197883635,NA,NA
"1354","Rhizopsammia goesi","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885524023076604,NA,NA
"1355","Rhizopsammia minuta","pacific","azooxanthellate",NA,NA,NA,NA,"brooder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.889942003559796,NA,NA
"1356","Rhizopsammia nuda","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906567332194191,NA,NA
"1357","Rhizopsammia pulchra","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830416414030522,NA,NA
"1358","Rhizopsammia verrilli","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.841300690395759,NA,NA
"1359","Rhizopsammia wellingtoni","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",0.940810665274806,NA,NA
"1360","Rhizopsammia wettsteini","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01012757608525,NA,NA
"1361","Rhizosmilia elata","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31808574428971,NA,NA
"1362","Rhizosmilia gerdae","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219689213635378,NA,NA
"1363","Rhizosmilia maculata","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219689213635378,NA,NA
"1364","Rhizosmilia multipaliferus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777061818214342,NA,NA
"1365","Rhizosmilia robusta","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5420836902055,NA,NA
"1366","Rhizosmilia sagamiensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777061818214342,NA,NA
"1367","Rhizotrochus flabelliformis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988474709600878,NA,NA
"1368","Rhizotrochus levidensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95182294426945,NA,NA
"1369","Rhizotrochus tuberculatus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985078400142567,NA,NA
"1370","Rhizotrochus typus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938777583011556,NA,NA
"1371","Rhombopsammia niphada","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660354390346107,NA,NA
"1372","Rhombopsammia squiresi","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660354390346107,NA,NA
"1373","Sandalolitha dentata","pacific","zooxanthellate","massive","unattached","colonial",3.5,"spawner","gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.11579537956113,10.5275,38483919.51
"1374","Sandalolitha robusta","pacific","zooxanthellate","massive","unattached","colonial",4.6,"spawner","gonochore",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","both",1.09298743897704,10.5275,48010876.36
"1375","Scapophyllia cylindrica","pacific","zooxanthellate","columnar","attached","colonial",3.8,"spawner","hermaphrodite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","turbid",1.25605198062193,14.565,37333716.13
"1376","Schizoculina africana","atlantic","zooxanthellate","branching_open","attached","colonial",9.1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.557404723241483,NA,1005880.587
"1377","Schizoculina fissipara","atlantic","zooxanthellate","encrusting_long_uprights","attached","colonial",3.4,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.557404723241483,NA,1005880.587
"1378","Schizocyathus fissilis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74318050415648,NA,NA
"1379","Sclerophyllia margariticola",NA,"zooxanthellate","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","Sclerophyllia maxima","pacific","zooxanthellate","massive","attached","colonial",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",2.30547978917976,NA,2960874.8315
"1381","Scolymia cubensis","atlantic","zooxanthellate","massive","both","solitary",56.5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.07338422775321,21.1675,4835019.218
"1382","Scolymia lacera","atlantic","zooxanthellate","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",3.5085299239337,21.1675,NA
"1383","Scolymia wellsi","atlantic","zooxanthellate","massive",NA,NA,NA,"brooder","hermaphrodite",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",1.07338422775321,21.1675,NA
"1384","Seriatopora aculeata","pacific","zooxanthellate","branching_closed","attached","colonial",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.04264879061147,25.82,10448054.269
"1385","Seriatopora caliendrum","pacific","zooxanthellate","branching_closed","attached","colonial",1.1,"brooder",NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.9626494666299,25.82,51722224.935
