"","species","Ocean basin","Zooxanthellate","Growth form typical","Substrate attachment","Coloniality","Corallite width maximum","Mode of larval development","Sexual system","Colony maximum diameter","Growth rate","Symbiodinium sp. in propagules","Oocyte size at maturity","Skeletal density","Symbiodinium density","Calcification rate","Phosphorus concentration","Nitrogen concentration","Polyps per area","RNA:DNA ratio","Chlorophyll a","Total biomass","Protein biomass","Dark respiration","Polyp fecundity","Gross photosynthesis","Colony area","Lipid content","Size at maturity","Colony shape factor","Generation time","Age at maturity","Propagule size on release","Eggs per area","Mature egg diameter","Egg size","Ratio of female to male gonads","Abundance GBR","Water clarity preference","Species age phylogeny","Genus fossil age","Range size"
"1212","Pleuractis moluccensis","pacific","zooxanthellate","massive","attached","solitary",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","turbid",0.946711842343403,NA,42759624.395
"1213","Pleuractis paumotensis","pacific","zooxanthellate","massive","unattached","solitary",235,"spawner","gonochore",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.26942277208755,NA,67739417.39
"1214","Pleuractis seychellensis","pacific","zooxanthellate","massive","unattached","solitary",88.8,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.26942277208755,NA,8200839.857
"1215","Pleuractis taiwanensis","pacific","zooxanthellate","massive","unattached","solitary",193,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.946711842343403,NA,1026716.33339
"1216","Pocillopora acuta",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.42,NA
"1217","Pocillopora aliciae",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.42,NA
"1218","Pocillopora ankeli","pacific","zooxanthellate","branching_closed","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.31304186030288,44.42,9525975.7975
"1219","Pocillopora bairdi",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.42,NA
"1220","Pocillopora brevicornis","pacific","zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",NA,44.42,NA
"1221","Pocillopora capitata","pacific","zooxanthellate","branching_open","attached","colonial",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.01107724793848,44.42,27526281.8275
"1222","Pocillopora damicornis","pacific","zooxanthellate","branching_closed","attached","colonial",1,NA,"hermaphrodite",200,35.0975,"yes",116,1.968,826000,NA,0.170842686375,0.771471605391304,53.4666666666667,12.1698394222,6.26454545454545,NA,0.258125,2.11666666666667,NA,5.8,NA,0.172,NA,NA,NA,NA,1440,NA,NA,NA,NA,"common","both",1.84728458140922,44.42,88880159.175
"1223","Pocillopora danae","pacific","zooxanthellate","branching_open","attached","colonial",1.2,NA,NA,100,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.87310471996783,44.42,16789084.33
"1224","Pocillopora effusa","pacific","zooxanthellate","branching_open","attached","colonial",1.1,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.86291237285799,44.42,2164489.2875
"1225","Pocillopora elegans","pacific","zooxanthellate","branching_closed","attached","colonial",1,"spawner","hermaphrodite",NA,34.7777777777778,"yes",NA,1.93,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.09096564010466,44.42,36578619.625
"1226","Pocillopora eydouxi","pacific","zooxanthellate","branching_open","attached","colonial",1,"spawner","hermaphrodite",100,41.3666666666667,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,2.15,NA,0.36,NA,1.61,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,"common","clear",2.7177794822173,44.42,82563698.795
"1227","Pocillopora fungiformis","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",0.8,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.39670345639518,44.42,470567.15555
"1228","Pocillopora indiania","pacific","zooxanthellate","branching_closed","attached","colonial",1.2,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.14701001342763,44.42,5086476.121
"1229","Pocillopora inflata","pacific","zooxanthellate","branching_closed","attached","colonial",1,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.24107922733819,44.42,3813559.702
"1230","Pocillopora kelleheri","pacific","zooxanthellate","branching_open","attached","colonial",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.09481983504719,44.42,12340917.555
"1231","Pocillopora ligulata","pacific","zooxanthellate","branching_closed","attached","colonial",0.8,NA,NA,50,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.13833190315619,44.42,23833270.485
"1232","Pocillopora meandrina","pacific","zooxanthellate","branching_closed","attached","colonial",0.7,"spawner","hermaphrodite",100,20.0867777777778,"yes",NA,1.42,NA,1.33,NA,NA,66.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",5.84100152855223,44.42,64143723.07
"1233","Pocillopora molokensis","pacific","zooxanthellate","branching_closed","attached","colonial",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",2.03546829591039,44.42,3500136.88476
"1234","Pocillopora solida",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.42,NA
"1235","Pocillopora verrucosa","pacific","zooxanthellate","branching_closed","attached","colonial",0.7,"spawner","hermaphrodite",50,28.9685714285714,"yes",93.85,NA,1710000,NA,NA,NA,129,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,"common","clear",1.84728458140922,44.42,87127475.1
"1236","Pocillopora woodjonesi","pacific","zooxanthellate","branching_open","attached","colonial",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",2.27779990972433,44.42,42554957.915
"1237","Pocillopora zelli","pacific","zooxanthellate","branching_open","attached","colonial",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.72945803793625,44.42,7587842.6775
"1238","Podabacia crustacea","pacific","zooxanthellate","encrusting","attached","colonial",3,NA,"gonochore",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.05469881950054,10.5275,58248320.125
"1239","Podabacia kunzmanni",NA,"zooxanthellate","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593460082584412,10.5275,NA
"1240","Podabacia lankaensis","pacific","zooxanthellate","encrusting","both","colonial",4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid",NA,10.5275,217385.928595
"1241","Podabacia motuporensis","pacific","zooxanthellate","encrusting","attached","colonial",2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",6.48517021393165,10.5275,40374133.445
"1242","Podabacia sinai","pacific","zooxanthellate","laminar","attached","colonial",2.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.593460082584412,10.5275,796389.5035
"1243","Polycyathus andamanensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21910453655109,NA,NA
"1244","Polycyathus atlanticus","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02024094087438,NA,NA
"1245","Polycyathus chaishanensis",NA,"zooxanthellate","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","Polycyathus difficilis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09882887189038,NA,NA
"1247","Polycyathus fulvus","pacific","azooxanthellate",NA,NA,NA,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03114576735382,NA,NA
"1248","Polycyathus furanaensis","pacific","azooxanthellate",NA,NA,NA,311.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04750234054364,NA,NA
"1249","Polycyathus fuscomarginatus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913244207930708,NA,NA
"1250","Polycyathus hodgsoni","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06925895361582,NA,NA
"1251","Polycyathus hondaensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1167215070289,NA,NA
"1252","Polycyathus isabela","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15450670566996,NA,NA
"1253","Polycyathus marigondoni","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0915825747368,NA,NA
"1254","Polycyathus muellerae","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05165718354818,NA,NA
"1255","Polycyathus norfolkensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",1.18237216066841,NA,NA
"1256","Polycyathus octuplus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09669075562348,NA,NA
"1257","Polycyathus palifera","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14400164033471,NA,NA
"1258","Polycyathus persicus","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27289501752627,NA,NA
"1259","Polycyathus senegalensis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26124366632211,NA,NA
"1260","Polycyathus verrilli","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16686236199726,NA,NA
"1261","Polymyces fragilis","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16087811747612,NA,NA
"1262","Polymyces montereyensis","pacific","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25778418577413,NA,NA
"1263","Polymyces wellsi","atlantic","azooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19871141072799,NA,NA
"1264","Polyphyllia novaehiberniae","pacific","zooxanthellate","massive","unattached","colonial",NA,"spawner","gonochore",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.47794569974335,NA,14635467.23
"1265","Polyphyllia talpina","pacific","zooxanthellate","massive","unattached","colonial",NA,NA,"gonochore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.47794569974335,NA,46194025.315
"1266","Porites annae","pacific","zooxanthellate","digitate","attached","colonial",1.1,"spawner","gonochore",NA,NA,"yes",279,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","both",1.1383343701485,57.04,35919861.375
"1267","Porites aranetai","pacific","zooxanthellate","digitate","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.64253702490181,57.04,12814467.681
"1268","Porites arnaudi","pacific","zooxanthellate","laminar","attached","colonial",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.58015632085632,57.04,21386526.455
"1269","Porites astreoides","atlantic","zooxanthellate","massive","attached","colonial",1.6,"brooder","gonochore",32.8433333333333,3.69292592592593,NA,NA,1.51714285714286,2747580.11049724,0.570259986227273,0.031922078,0.350304893,18,NA,4.2,11.4456545961003,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",9.89261955441936,57.04,6158154.085
"1270","Porites attenuata","pacific","zooxanthellate","branching_closed","attached","colonial",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.75276446920148,57.04,23427019.495
"1271","Porites australiensis","pacific","zooxanthellate","massive","attached","colonial",1.4,NA,NA,NA,12.25,NA,245,1.325,3266666.66666667,NA,NA,NA,38.197,NA,9.63333333333333,NA,NA,NA,72,NA,NA,NA,50.2654824574367,NA,NA,NA,245,2750.19,150,NA,NA,"common","clear",1.47051844008185,57.04,62382627.3
"1272","Porites baueri","pacific","zooxanthellate","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32874341248517,57.04,NA
"1273","Porites bernardi","pacific","zooxanthellate","digitate","attached","colonial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.35646003895966,57.04,NA
"1274","Porites branneri","atlantic","zooxanthellate","digitate",NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.30517058614437,57.04,5047706.253
"1275","Porites brighami","pacific","zooxanthellate","submassive","attached","colonial",1.5,"brooder",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.34752051039719,57.04,2274920.994935
"1276","Porites cocosensis","atlantic","zooxanthellate","digitate","attached","colonial",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.59470813006659,57.04,5740954.545
"1277","Porites colonensis","atlantic","zooxanthellate","laminar","attached","colonial",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",3.58363557295221,57.04,3772055.817
"1278","Porites columnaris","pacific","zooxanthellate","columnar","attached","colonial",1.5,NA,NA,NA,5.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.54528668935024,57.04,3661852.8355
"1279","Porites compressa","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",1.6,"spawner","gonochore",123,12.8702727272727,"yes",NA,NA,NA,NA,NA,NA,61,NA,22.645,17.2245,7.31,NA,NA,NA,NA,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.9844240094185,57.04,1379474.19743
"1280","Porites cumulatus","pacific","zooxanthellate","branching_closed","attached","colonial",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.70314588726361,57.04,12812604.31
"1281","Porites cylindrica","pacific","zooxanthellate","encrusting_long_uprights","attached","colonial",1.1,"spawner","gonochore",1000,15.61825,"yes",240.5,1.44,2140000,0.44,0.1151658271,0.484478272807692,NA,4.00642538941379,0.4915,7.95,1.0255,0.715,NA,2.185,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,"common","clear",1.81187140332263,57.04,51657547.81
"1282","Porites decasepta","pacific","zooxanthellate","encrusting",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65051249448427,57.04,NA
"1283","Porites deformis","pacific","zooxanthellate","digitate","attached","colonial",1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncommon","clear",1.52098498362652,57.04,23783750.045
"1284","Porites densa","pacific","zooxanthellate","massive","attached","colonial",1.3,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common","clear",1.41983576065473,57.04,19178419.175
"1285","Porites desilveri","pacific","zooxanthellate","digitate","attached","colonial",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.47602202318983,57.04,380018.423585
"1286","Porites divaricata","atlantic","zooxanthellate","branching_closed","attached","colonial",1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",0.520723759393726,57.04,4010454.967
"1287","Porites duerdeni","pacific","zooxanthellate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.9844240094185,57.04,NA
"1288","Porites echinulata","pacific","zooxanthellate","columnar","attached","colonial",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.47145865177818,57.04,5294031.458
"1289","Porites ericacea","pacific","zooxanthellate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.33864992419043,57.04,NA
"1290","Porites eridani","pacific","zooxanthellate","digitate","attached","colonial",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.50120944483101,57.04,7480622.513
"1291","Porites evermanni","pacific","zooxanthellate","columnar","attached","colonial",1,"spawner","gonochore",120,11.6,"yes",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.1383343701485,57.04,41146685.86
"1292","Porites excavata","pacific","zooxanthellate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.51921101169774,57.04,NA
"1293","Porites flavus","pacific","zooxanthellate","branching_closed","attached","colonial",0.7,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.60106570557244,57.04,897837.36979
"1294","Porites fontanesii",NA,"zooxanthellate","branching_closed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,NA
"1295","Porites furcata","atlantic","zooxanthellate","branching_closed","attached","colonial",1.9,"brooder","gonochore",NA,40.8333333333333,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",0.520723759393726,57.04,4010454.967
"1296","Porites gabonensis","atlantic","zooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,NA
"1297","Porites harrisoni","pacific","zooxanthellate","columnar","attached","colonial",1.1,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clear",1.58246198642695,57.04,4688439.5955
"1298","Porites hawaiiensis","pacific","zooxanthellate","submassive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.04,NA
